Numeric counter for order in THOMAS data from 93rd - 110th Congresses,"Legislator name, as given in THOMAS","ICPSR number, according to Poole and Rosenthal",Congress number,Year at start of Congress,Two-letter state code,Congressional district number,1 = Democrat,Year first elected to House,1 = female,Percent vote received to enter this Congress,First-dimension DW-NOMINATE score,Second-dimension DW-NOMINATE score,Size of House delegation from member's state,1= Speaker,"1 = subcommittee chair (or vice chair), according to Almanac of American Politic",1 = African American,1 = Latino/a,votepct squared,"1 = Member of Appropriation, Rules, or Ways and Means","1 = committee chair, according to Almanac of American Politics",1 = served in state legislature,state_leg * state legislature professionalism,1 = majority party member,1 = Majority party leadership,1 = Minority party leadership,Absolute distance from floor median (DW-NOMINATE),Absolute distance from majority party median (DW-NOMINATE),"Dummy = 1 if in first partial or full term, nonconsecutive","Seniority, number of terms served counting current",Number of members in Party (0 = Indep),LES Classic Rank within Party,"100=Dem, 200=Rep, Other",Name in bioguide,Indicator for member in bioguide,Year born,"Year died, as of 2020",Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number of commemorative standalone bills receiving action beyond committee,Number of commemorative standalone bills passing House,Number of commemorative standalone bills becoming law,Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number of substantive standalone bills receiving action beyond committee,Number of substantive standalone bills passing House,Number of substantive standalone bills becoming law,Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number of substantive and significant standalone bills receiving action beyond c,Number of substantive and significant standalone bills passing House,Number of substantive and significant standalone bills becoming law,LES 1.0,Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number commem bills with action beyond committee (inc in other leg vehicles),Number commemorative bills passing House (inc in other leg vehicles),Number commemorative bills becoming law (inc in other leg vehicles),Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number substantive bills with action beyond committee (inc in other leg vehicles,Number substantive bills passing House (inc in other leg vehicles),Number substantive bills becoming law (inc in other leg vehicles),Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number S&S bills with action beyond committee (inc in other leg vehicles),Number S&S bills passing House (inc in other leg vehicles),Number S&S bills becoming law (inc in other leg vehicles),LES 2.0,LES 2.0 Benchmarks,LES2.0/Benchmark2.0,"1 = Below, 2 = Meets, 3 = Exceeds LES 2.0 Benchmarks",Total number of bills sponsored by this member,Total bills passing House (inc in other leg vehicles),Total number of bills receiving action in committee,Total bills receiving action beyond committee (inc in other leg vehicles),Total bills becoming law (inc in other leg vehicles),Total number of bills sponsored by this member,Total number of standalone bills passing House,Total number of bills receiving action in committee,Total number of standalone bills receiving action beyond committee,Total number of standalone bills becoming law,"Benchmark score (Classic) based on majority, seniority, chairs",LES/benchmark (Classic),"1 = Below, 2 = Meets, 3 = Above, Based on Classic LES",Lagged LES 1.0,Lagged LES 2.0,LES 2.0 Rank within Party
11319,"Green, Mark",21926,118,2023,TN,7,0,2018,0,60,1,0,9,0,0,0,0,3600,0,1,1,0,1,0,0,0,0,0,3,228,60,200,"GREEN, Mark",G000590,1964,,0,0,0,0,0,38,8,8,1,1,0,0,0,0,0,2,0,0,0,0,0,38,8,8,1,1,0,0,0,0,0,2,2,1,2,38,1,8,8,1,38,1,8,8,1,3,1,2,0,0,83
11320,"Greene, Marjorie",22121,118,2023,GA,14,0,2020,1,66,1,-1,14,0,0,0,0,4356,0,0,0,0,1,0,0,1,0,0,2,228,205,200,"GREENE, Marjorie Taylor",G000596,1974,,1,1,1,1,0,9,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,9,2,2,0,0,0,0,0,0,0,0,1,0,1,10,1,3,3,0,10,1,3,3,0,1,0,1,0,0,207
11321,"Griffith, H. Morgan",21191,118,2023,VA,9,0,2010,0,73,1,0,11,0,1,0,0,5329,0,0,1,0,1,0,0,0,0,0,7,228,128,200,"GRIFFITH, H. Morgan",G000568,1958,,0,0,0,0,0,32,3,2,0,0,1,1,1,1,0,1,0,0,0,0,0,32,3,2,0,0,1,1,1,1,0,1,1,1,2,33,1,4,3,0,33,1,4,3,0,1,1,2,1,1,136
11322,"Grijalva, Raul",20305,118,2023,AZ,7,1,2002,0,65,-1,0,9,0,0,0,1,4225,0,0,0,0,0,0,0,1,1,0,11,220,82,100,"GRIJALVA, Ra̼l M.",G000551,1948,,0,0,0,0,0,29,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,1,1,1,0,0,0,0,0,1,1,1,2,29,1,3,1,1,29,0,3,1,0,1,1,2,4,4,48
11323,"Grothman, Glenn",21559,118,2023,WI,6,0,2014,0,95,1,0,8,0,1,0,0,9025,0,0,1,0,1,0,0,0,0,0,5,228,159,200,"GROTHMAN, Glenn",G000576,1955,,2,1,1,1,1,29,3,2,0,0,0,0,0,0,0,1,2,1,1,1,1,29,3,2,0,0,0,0,0,0,0,1,1,0,1,31,1,4,3,1,31,1,4,3,1,1,0,1,0,0,171
11324,"Guest, Michael",21927,118,2023,MS,3,0,2018,0,71,1,0,4,0,0,0,0,5041,1,1,0,0,1,0,0,0,0,0,3,228,174,200,"GUEST, Michael",G000591,1970,,0,0,0,0,0,7,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,7,3,3,2,0,0,0,0,0,0,1,2,0,1,7,2,3,3,0,7,2,3,3,0,3,0,1,1,1,179
11325,"Guthrie, Brett",20916,118,2023,KY,2,0,2008,0,72,0,0,6,0,1,0,0,5184,0,0,1,0,1,0,0,0,0,0,8,228,42,200,"GUTHRIE, Brett",G000558,1964,,0,0,0,0,0,22,6,5,1,1,2,1,2,2,0,2,0,0,0,0,0,22,6,6,2,2,2,1,2,2,0,2,1,2,3,24,4,7,8,2,24,3,7,7,1,1,2,3,1,1,37
11326,"Hageman, Harriet",22325,118,2023,WY,1,0,2022,1,68,1,0,1,0,1,0,0,4624,0,0,0,0,1,0,0,0,0,1,1,228,59,200,"HAGEMAN, Harriet",H001096,1962,,1,0,0,0,0,40,14,9,3,0,0,0,0,0,0,2,1,0,0,0,0,40,14,9,3,0,0,0,0,0,0,2,1,1,2,41,3,14,9,0,41,3,14,9,0,1,1,2,,,59
11327,"Harder, Josh",21930,118,2023,CA,9,1,2018,0,55,0,1,52,0,0,0,0,3025,1,0,0,0,0,0,0,1,1,0,3,220,37,100,"HARDER, Josh",H001090,1986,,0,0,0,0,0,37,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,37,3,3,2,0,0,0,0,0,0,1,1,2,3,37,2,3,3,0,37,2,3,3,0,1,2,3,1,1,45
11328,"Harris, Andy",21139,118,2023,MD,1,0,2010,0,54,1,0,8,0,1,0,0,2916,1,0,1,0,1,0,0,0,0,0,7,228,217,200,"HARRIS, Andy",H001052,1957,,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,2,2,1,0,2,1,2,0,0,2,0,1,0,1,0,0,145
11329,"Harshbarger, Diana",22122,118,2023,TN,1,0,2020,0,78,1,0,9,0,0,0,0,6084,0,0,0,0,1,0,0,0,0,0,2,228,186,200,"HARSHBARGER, Diana",H001086,1960,,1,0,0,0,0,23,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,23,2,2,1,0,0,0,0,0,0,1,1,0,1,24,1,2,2,0,24,1,2,2,0,1,0,1,0,0,192
11330,"Hayes, Jahana",21931,118,2023,CT,5,1,2018,1,50,0,0,5,0,0,1,0,2500,0,0,0,0,0,0,0,1,1,0,3,220,134,100,"HAYES, Jahana",H001081,1973,,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,1,1,2,26,0,1,0,0,26,0,1,0,0,1,1,2,2,1,137
11331,"Hern, Kevin",21760,118,2023,OK,1,0,2018,0,61,1,0,5,0,0,0,0,3721,1,0,0,0,1,0,0,0,0,0,3,228,134,200,"HERN, Kevin",H001082,1961,,1,0,0,0,0,17,3,3,0,0,1,1,1,1,0,1,1,0,0,0,0,17,3,3,1,1,1,1,1,1,0,1,1,1,2,19,2,4,4,1,19,1,4,4,0,1,1,2,0,0,106
11332,"Higgins, Brian",20519,118,2023,NY,26,1,2004,0,64,0,0,26,0,1,0,0,4096,1,0,1,0,0,0,0,1,1,0,10,220,206,100,"HIGGINS, Brian",H001038,1959,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,7,0,0,0,0,1,0,1,0,0,206
11333,"Higgins, Clay",21724,118,2023,LA,3,0,2016,0,64,1,0,6,0,1,0,0,4096,0,0,0,0,1,0,0,0,0,0,4,228,65,200,"HIGGINS, Clay",H001077,1961,,0,0,0,0,0,43,5,5,2,1,1,0,1,0,0,2,0,0,0,0,0,43,5,5,2,1,1,0,1,0,0,2,1,1,2,44,2,5,6,1,44,2,5,6,1,1,1,2,0,1,87
11334,"Hill, French",21503,118,2023,AR,2,0,2014,0,60,0,0,4,0,1,0,0,3600,0,0,0,0,1,0,0,0,0,0,5,228,52,200,"HILL, French",H001072,1956,,0,0,0,0,0,26,6,6,2,0,2,2,2,2,0,2,0,0,0,0,0,26,6,8,4,2,2,2,2,2,2,4,1,3,3,28,6,8,10,4,28,4,8,8,0,1,1,2,2,1,9
11335,"Himes, James",20907,118,2023,CT,4,1,2008,0,59,0,0,5,0,0,0,0,3481,0,0,0,0,0,0,0,0,1,0,8,220,92,100,"HIMES, James A.",H001047,1966,,0,0,0,0,0,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,1,0,0,0,0,0,0,0,1,1,2,7,1,2,2,0,7,1,2,2,0,1,1,2,0,0,106
11336,"Hinson, Ashley",22124,118,2023,IA,2,0,2020,1,54,0,0,4,0,0,0,0,2916,1,0,1,0,1,0,0,0,0,0,2,228,33,200,"HINSON, Ashley",H001091,1983,,0,0,0,0,0,28,1,1,1,0,2,2,2,2,1,3,0,0,0,0,0,28,1,1,1,0,2,2,2,2,1,2,1,2,3,30,3,3,3,1,30,3,3,3,1,1,2,3,0,0,67
11337,"Horsford, Steven",21339,118,2023,NV,4,1,2012,0,52,0,0,4,0,0,1,0,2704,1,0,1,0,0,0,0,1,1,0,4,220,145,100,"HORSFORD, Steven",H001066,1973,,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,1,0,1,23,0,1,0,0,23,0,1,0,0,1,1,2,1,1,147
11338,"Houchin, Erin",22326,118,2023,IN,9,0,2022,1,64,1,0,9,0,0,0,0,4096,1,0,1,0,1,0,0,0,0,1,1,228,57,200,"HOUCHIN, Erin",H001093,1976,,0,0,0,0,0,10,3,3,0,0,1,1,1,1,1,2,0,0,0,0,0,10,3,3,0,0,1,1,1,1,1,1,1,1,2,11,1,4,4,1,11,1,4,4,1,1,2,3,,,95
11339,"Houlahan, Chrissy",21934,118,2023,PA,6,1,2018,1,58,0,0,17,0,0,0,0,3364,0,0,0,0,0,0,0,0,1,0,3,220,42,100,"HOULAHAN, Christina",H001085,1967,,1,0,0,0,0,23,4,3,2,0,0,0,0,0,0,1,1,0,0,0,0,23,4,3,2,0,0,0,0,0,0,1,1,1,2,24,2,4,3,0,24,2,4,3,0,1,2,3,1,1,53
11340,"Hoyer, Steny",14873,118,2023,MD,5,1,1981,0,66,0,0,8,0,0,0,0,4356,1,0,1,0,0,0,0,1,1,0,22,220,218,100,"HOYER, Steny Hamilton",H000874,1939,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,218
11341,"Hoyle, Val",22327,118,2023,OR,4,1,2022,1,51,0,0,6,0,0,0,0,2601,0,0,1,0,0,0,0,0,1,1,1,220,25,100,"HOYLE, Val",H001094,1964,,0,0,0,0,0,11,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,11,2,3,3,2,0,0,0,0,0,1,1,2,3,11,3,2,3,2,11,2,2,2,1,0,2,3,,,24
11342,"Hudson, Richard",21346,118,2023,NC,9,0,2012,0,57,1,0,14,0,0,0,0,3249,0,0,0,0,1,1,0,0,0,0,6,228,133,200,"HUDSON, Richard",H001067,1971,,0,0,0,0,0,20,3,2,0,0,2,2,2,0,0,1,0,0,0,0,0,20,3,3,1,1,2,2,2,0,0,1,1,1,2,22,1,5,5,1,22,0,5,4,0,1,1,2,1,1,96
11343,"Huffman, Jared",21303,118,2023,CA,2,1,2012,0,74,0,-1,52,0,0,0,0,5476,0,0,1,1,0,0,0,1,1,0,6,220,6,100,"HUFFMAN, Jared",H001068,1964,,0,0,0,0,0,32,3,2,2,2,0,0,0,0,0,2,0,0,0,0,0,32,3,2,2,2,0,0,0,0,0,1,1,2,3,32,2,3,2,2,32,2,3,2,2,1,4,3,2,2,16
11344,"Huizenga, Bill",21142,118,2023,MI,4,0,2010,0,54,1,0,13,0,1,0,0,2916,0,0,1,1,1,0,0,0,0,0,7,228,51,200,"HUIZENGA, Bill",H001058,1969,,1,1,1,0,0,22,7,7,1,0,2,2,2,2,0,2,1,1,1,0,0,22,7,8,2,1,2,2,2,2,0,2,1,2,3,25,4,10,11,1,25,3,10,10,0,1,1,2,0,1,33
11345,"Hunt, Wesley",22328,118,2023,TX,38,0,2022,0,63,1,0,38,0,1,1,0,3969,0,0,0,0,1,0,0,0,0,1,1,228,112,200,"HUNT, Wesley",H001095,1981,,0,0,0,0,0,8,3,3,2,1,0,0,0,0,0,1,0,0,0,0,0,8,3,3,2,1,0,0,0,0,0,1,1,1,2,8,2,3,3,1,8,2,3,3,1,1,1,2,,,151
11346,"Issa, Darrell",20107,118,2023,CA,48,0,2020,0,60,0,0,52,0,1,0,0,3600,0,0,0,0,1,0,0,0,0,0,11,228,20,200,"ISSA, Darrell",I000056,1953,,1,0,0,0,0,37,8,9,4,2,1,1,1,0,0,3,1,0,0,0,0,37,8,9,4,2,1,1,1,0,0,2,1,2,3,39,4,9,10,2,39,4,9,10,2,2,2,3,1,1,31
11347,"Ivey, Glenn",22329,118,2023,MD,4,1,2022,0,90,0,0,8,0,0,1,0,8100,0,0,0,0,0,0,0,1,1,1,1,220,77,100,"IVEY, Glenn",I000058,1961,,1,0,0,0,0,7,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,7,2,2,2,0,0,0,0,0,0,0,1,1,2,8,2,2,2,0,8,2,2,2,0,0,1,2,,,95
11348,"Jackson Lee, Sheila",29573,118,2023,TX,18,1,1994,1,71,0,0,38,0,0,1,0,5041,0,0,0,0,0,0,0,1,1,0,15,220,41,100,"JACKSON LEE, Sheila",J000032,1950,2024,1,0,0,0,0,44,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,44,0,1,1,1,1,1,1,1,0,1,1,2,3,46,2,1,2,1,46,1,1,1,0,1,2,3,2,2,20
11349,"Jackson, Jeff",22331,118,2023,NC,14,1,2022,0,58,0,0,14,0,0,0,0,3364,0,0,1,0,0,0,0,0,1,1,1,220,191,100,"JACKSON, Jeff",J000308,1982,,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,1,12,0,0,0,0,12,0,0,0,0,0,0,1,,,191
11350,"Jackson, Jonathan",22330,118,2023,IL,1,1,2022,0,67,0,0,17,0,0,1,0,4489,0,0,0,0,0,0,0,1,1,1,1,220,180,100,"JACKSON, Jonathan",J000309,1966,,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,1,5,0,1,1,0,5,0,1,1,0,0,0,1,,,179
11351,"Jackson, Ronny",22125,118,2023,TX,13,0,2020,0,75,1,0,38,0,0,0,0,5625,0,0,0,0,1,0,0,1,0,0,2,228,199,200,"JACKSON, Ronny",J000304,1967,,2,0,0,0,0,23,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,23,1,1,1,0,0,0,0,0,0,0,1,0,1,25,1,1,1,0,25,1,1,1,0,1,0,1,0,0,202
11352,"Jacobs, Sara",22126,118,2023,CA,51,1,2020,1,62,0,0,52,0,0,0,0,3844,0,0,0,0,0,0,0,1,1,0,2,220,123,100,"JACOBS, Sara",J000305,1989,,0,0,0,0,0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,0,0,0,0,0,0,0,0,1,1,2,22,0,1,1,0,22,0,1,1,0,0,1,2,0,1,125
11353,"James, John",22332,118,2023,MI,10,0,2022,0,49,0,0,13,0,1,1,0,2401,0,0,0,0,1,0,0,0,0,1,1,228,50,200,"JAMES, John",J000307,1981,,0,0,0,0,0,29,8,5,3,0,2,1,2,2,0,2,0,0,0,0,0,29,8,5,3,0,2,1,2,2,0,2,1,1,2,31,5,9,7,0,31,5,9,7,0,1,1,2,,,50
11354,"Jayapal, Pramila",21726,118,2023,WA,7,1,2016,1,85,-1,-1,10,0,0,0,0,7225,0,0,1,0,0,0,0,1,1,0,4,220,151,100,"JAYAPAL, Pramila",J000298,1965,,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,1,0,1,28,0,0,0,0,28,0,0,0,0,1,0,1,2,2,153
11355,"Jeffries, Hakeem",21343,118,2023,NY,8,1,2012,0,72,0,0,26,0,0,1,0,5184,0,0,1,1,0,0,1,1,1,0,6,220,220,100,"JEFFRIES, Hakeem",J000294,1970,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7,4,220
11356,"Johnson, Bill",21162,118,2023,OH,6,0,2010,0,68,0,0,15,0,1,0,0,4624,0,0,0,0,1,0,0,0,0,0,7,228,179,200,"JOHNSON, Bill",J000292,1954,,0,0,0,0,0,15,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,15,3,3,1,0,0,0,0,0,0,1,1,0,1,15,1,3,3,0,15,1,3,3,0,1,0,1,0,0,184
11357,"Johnson, Dusty",21935,118,2023,SD,1,0,2018,0,77,0,0,1,0,1,0,0,5929,0,0,0,0,1,0,0,0,0,0,3,228,83,200,"JOHNSON, Dustin",J000301,1976,,0,0,0,0,0,31,8,5,1,0,1,1,1,1,0,2,0,0,0,0,0,31,8,6,2,1,1,1,1,1,0,2,1,1,2,32,3,9,7,1,32,2,9,6,0,1,1,2,1,1,58
11358,"Johnson, Hank Jr.",20712,118,2023,GA,4,1,2006,0,78,0,0,14,0,0,1,0,6084,0,0,0,0,0,0,0,1,1,0,9,220,182,100,"JOHNSON, Hank",J000288,1954,,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,1,18,0,0,0,0,18,0,0,0,0,1,0,1,1,2,180
11359,"Johnson, Mike",21727,118,2023,LA,4,0,2016,0,100,1,0,6,1,1,0,0,10000,0,0,1,0,1,1,0,0,0,0,4,228,224,200,"JOHNSON, Mike",J000299,1972,,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,8,0,0,0,0,1,0,1,2,1,224
11360,"Jordan, Jim",20738,118,2023,OH,4,0,2006,0,69,1,0,15,0,0,0,0,4761,0,1,1,0,1,0,0,1,0,0,9,228,228,200,"JORDAN, Jim",J000289,1964,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,228
11361,"Joyce, David",21353,118,2023,OH,14,0,2012,0,62,0,0,15,0,1,0,0,3844,1,0,0,0,1,0,0,0,0,0,6,228,32,200,"JOYCE, David",J000295,1957,,1,1,1,1,1,28,2,3,0,0,2,1,2,2,1,3,1,1,1,1,1,28,2,3,0,0,2,1,2,2,2,2,1,2,3,31,3,4,6,3,31,3,4,6,2,1,2,3,1,2,30
11362,"Joyce, John",21936,118,2023,PA,13,0,2018,0,100,1,0,17,0,0,0,0,10000,0,0,0,0,1,0,0,0,0,0,3,228,98,200,"JOYCE, John",J000302,1957,,0,0,0,0,0,16,7,6,0,0,1,1,1,1,0,1,0,0,0,0,0,16,7,7,1,1,1,1,1,1,0,2,1,1,2,17,2,8,8,1,17,1,8,7,0,1,1,2,0,0,74
11363,"Kamlager-Dove, Sydney",22333,118,2023,CA,37,1,2022,1,64,-1,0,52,0,0,1,0,4096,0,0,1,1,0,0,0,1,1,1,1,220,85,100,"KAMLAGER-DOVE, Sydney",K000400,1972,,0,0,0,0,0,23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,3,1,1,0,0,0,0,0,1,1,2,3,23,1,2,3,1,23,0,2,2,0,0,1,2,,,47
11364,"Kaptur, Marcy",15029,118,2023,OH,9,1,1982,1,57,0,0,15,0,0,0,0,3249,1,0,0,0,0,0,0,1,1,0,21,220,196,100,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,11,0,0,0,0,11,0,0,0,0,1,0,1,1,1,196
11365,"Kean, Thomas",22334,118,2023,NJ,7,0,2022,0,51,0,0,12,0,1,0,0,2601,0,0,1,1,1,0,0,0,0,1,1,228,69,200,"KEAN, Thomas",K000398,1968,,0,0,0,0,0,21,6,5,1,0,2,1,2,2,0,2,0,0,0,0,0,21,6,5,2,1,2,1,2,2,0,2,1,1,2,23,4,7,7,1,23,3,7,7,0,1,1,2,,,51
11366,"Keating, William",21140,118,2023,MA,9,1,2010,0,59,0,0,9,0,0,0,0,3481,0,0,1,0,0,0,0,1,1,0,7,220,54,100,"KEATING, William R.",K000375,1952,,1,0,0,0,0,12,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,12,1,1,0,0,1,1,1,1,0,1,1,1,2,14,1,2,2,0,14,1,2,2,0,1,1,2,1,1,70
11367,"Kelly, Mike",21167,118,2023,PA,16,0,2010,0,59,0,0,17,0,1,0,0,3481,1,0,0,0,1,0,0,0,0,0,7,228,187,200,"KELLY, Mike",K000376,1948,,1,1,1,1,1,30,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,30,1,1,0,0,0,0,0,0,0,0,1,0,1,31,1,2,2,1,31,1,2,2,1,1,0,1,0,1,195
11368,"Kelly, Robin",21371,118,2023,IL,2,1,2012,1,67,0,0,17,0,0,0,0,4489,0,0,1,0,0,0,0,1,1,0,6,220,58,100,"KELLY, Robin L.",K000385,1956,,0,0,0,0,0,20,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,20,0,0,0,0,1,1,1,1,0,1,1,1,2,21,1,1,1,0,21,1,1,1,0,1,1,2,2,1,75
11369,"Kelly, Trent",21561,118,2023,MS,1,0,2015,0,73,1,0,4,0,1,0,0,5329,0,0,0,0,1,0,0,0,0,0,5,228,221,200,"KELLY, Trent",K000388,1966,,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,1,12,0,0,0,0,12,0,0,0,0,1,0,1,0,0,221
11370,"Kennedy, Timothy",22377,118,2023,NY,26,1,2024,0,69,0,0,26,0,0,0,0,4761,0,0,1,1,0,0,0,1,1,1,1,220,143,100,"KENNEDY, Timothy M.",K000402,1976,,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,4,1,1,1,0,0,1,2,,,154
11371,"Khanna, Ro",21728,118,2023,CA,17,1,2016,1,71,0,0,52,0,0,0,0,5041,0,0,0,0,0,0,0,1,1,0,4,220,24,100,"KHANNA, Rohit",K000389,1976,,1,0,0,0,0,37,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,37,1,2,2,2,0,0,0,0,0,1,1,2,3,38,2,1,2,2,38,1,1,1,1,1,2,3,2,1,22
11372,"Kiggans, Jennifer",22335,118,2023,VA,2,0,2022,1,52,0,0,11,0,0,0,0,2704,0,0,1,0,1,0,0,0,0,1,1,228,55,200,"KIGGANS, Jennifer",K000399,1971,,0,0,0,0,0,20,9,6,4,1,0,0,0,0,0,2,0,0,0,0,0,20,9,6,5,3,0,0,0,0,0,2,1,2,3,20,5,9,6,3,20,4,9,6,1,1,2,3,,,40
11373,"Kildee, Daniel",21372,118,2023,MI,8,1,2012,0,53,0,0,13,0,0,0,0,2809,1,0,0,0,0,0,0,1,1,0,6,220,121,100,"KILDEE, Dan",K000380,1958,,0,0,0,0,0,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,0,0,0,0,0,0,0,1,1,2,10,1,1,1,0,10,1,1,1,0,1,1,2,1,1,134
11374,"Kiley, Kevin",22336,118,2023,CA,3,0,2022,0,54,0,0,52,0,1,0,0,2916,0,0,1,1,1,0,0,0,0,1,1,228,136,200,"KILEY, Kevin",K000401,1985,,1,0,1,1,1,15,4,4,2,0,0,0,0,0,0,1,1,0,1,1,1,15,4,4,2,0,0,0,0,0,0,1,1,1,2,16,3,4,5,1,16,3,4,5,1,1,1,2,,,154
11375,"Kilmer, Derek",21368,118,2023,WA,6,1,2012,0,60,0,0,10,0,0,0,0,3600,1,0,1,0,0,0,0,1,1,0,6,220,73,100,"KILMER, Derek",K000381,1974,,1,0,0,0,0,33,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,33,2,2,0,0,0,0,0,0,0,1,1,1,2,34,0,2,2,0,34,0,2,2,0,1,1,2,1,2,89
11376,"Kim, Andrew",21937,118,2023,NJ,3,1,2018,0,55,0,0,12,0,0,0,0,3025,0,0,0,0,0,0,0,1,1,0,3,220,140,100,"KIM, Andy",K000394,1982,,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,1,1,2,25,0,1,0,0,25,0,1,0,0,1,1,2,1,1,143
11377,"Kim, Young",22129,118,2023,CA,40,0,2020,1,57,0,0,52,0,1,0,0,3249,0,0,1,1,1,0,0,0,0,0,2,228,10,200,"KIM, Young",K000397,1962,,1,1,1,1,1,22,11,10,3,0,5,5,5,5,0,4,1,1,1,1,1,22,11,10,3,0,5,5,5,5,0,4,1,3,3,28,9,17,16,1,28,9,17,16,1,1,3,3,2,1,8
11378,"Krishnamoorthi, Raja",21730,118,2023,IL,8,1,2016,0,57,0,0,17,0,0,0,0,3249,0,0,0,0,0,0,0,1,1,0,4,220,109,100,"KRISHNAMOORTHI, S. Raja",K000391,1973,,1,1,1,1,1,19,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,19,0,1,1,1,1,0,0,0,0,1,1,1,2,21,2,1,2,2,21,1,1,1,1,1,1,2,0,1,61
11379,"Kuster, Ann",21340,118,2023,NH,2,1,2012,1,56,0,0,2,0,0,0,0,3136,0,0,0,0,0,0,0,0,1,0,6,220,144,100,"KUSTER, Ann McLane",K000382,1956,,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,1,0,1,23,0,1,0,0,23,0,1,0,0,1,1,2,2,2,146
11380,"Kustoff, David",21731,118,2023,TN,8,0,2016,0,74,1,0,9,0,0,0,0,5476,1,0,0,0,1,0,0,0,0,0,4,228,169,200,"KUSTOFF, David",K000392,1966,,0,0,0,0,0,21,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,21,0,0,0,0,1,1,1,1,0,1,1,1,2,22,1,1,1,0,22,1,1,1,0,1,1,2,0,0,175
