Numeric counter for order in THOMAS data from 93rd - 110th Congresses,"Legislator name, as given in THOMAS","ICPSR number, according to Poole and Rosenthal",Congress number,Year at start of Congress,Two-letter state code,Congressional district number,1 = Democrat,Year first elected to House,1 = female,Percent vote received to enter this Congress,First-dimension DW-NOMINATE score,Second-dimension DW-NOMINATE score,Size of House delegation from member's state,1= Speaker,"1 = subcommittee chair (or vice chair), according to Almanac of American Politic",1 = African American,1 = Latino/a,votepct squared,"1 = Member of Appropriation, Rules, or Ways and Means","1 = committee chair, according to Almanac of American Politics",1 = served in state legislature,state_leg * state legislature professionalism,1 = majority party member,1 = Majority party leadership,1 = Minority party leadership,Absolute distance from floor median (DW-NOMINATE),Absolute distance from majority party median (DW-NOMINATE),"Dummy = 1 if in first partial or full term, nonconsecutive","Seniority, number of terms served counting current",Number of members in Party (0 = Indep),LES Classic Rank within Party,"100=Dem, 200=Rep, Other",Name in bioguide,Indicator for member in bioguide,Year born,"Year died, as of 2020",Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number of commemorative standalone bills receiving action beyond committee,Number of commemorative standalone bills passing House,Number of commemorative standalone bills becoming law,Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number of substantive standalone bills receiving action beyond committee,Number of substantive standalone bills passing House,Number of substantive standalone bills becoming law,Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number of substantive and significant standalone bills receiving action beyond c,Number of substantive and significant standalone bills passing House,Number of substantive and significant standalone bills becoming law,LES 1.0,Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number commem bills with action beyond committee (inc in other leg vehicles),Number commemorative bills passing House (inc in other leg vehicles),Number commemorative bills becoming law (inc in other leg vehicles),Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number substantive bills with action beyond committee (inc in other leg vehicles,Number substantive bills passing House (inc in other leg vehicles),Number substantive bills becoming law (inc in other leg vehicles),Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number S&S bills with action beyond committee (inc in other leg vehicles),Number S&S bills passing House (inc in other leg vehicles),Number S&S bills becoming law (inc in other leg vehicles),LES 2.0,LES 2.0 Benchmarks,LES2.0/Benchmark2.0,"1 = Below, 2 = Meets, 3 = Exceeds LES 2.0 Benchmarks",Total number of bills sponsored by this member,Total bills passing House (inc in other leg vehicles),Total number of bills receiving action in committee,Total bills receiving action beyond committee (inc in other leg vehicles),Total bills becoming law (inc in other leg vehicles),Total number of bills sponsored by this member,Total number of standalone bills passing House,Total number of bills receiving action in committee,Total number of standalone bills receiving action beyond committee,Total number of standalone bills becoming law,"Benchmark score (Classic) based on majority, seniority, chairs",LES/benchmark (Classic),"1 = Below, 2 = Meets, 3 = Above, Based on Classic LES",Lagged LES 1.0,Lagged LES 2.0,LES 2.0 Rank within Party
10334,"Cooper, Jim",15019,116,2019,TN,5,1,2002,0,68,0,0,9,0,1,0,0,4624,0,0,0,0,1,0,0,0,0,0,9,240,240,100,"COOPER, James Hayes Shofner",C000754,1954,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,1,0,1,0,,
10335,"Correa, Lou",21711,116,2019,CA,46,1,1996,0,69,0,0,53,0,1,0,1,4761,0,0,1,1,1,0,0,0,0,0,2,240,115,100,"CORREA, Jose Luis",C001110,1958,,3,0,0,0,0,17,5,5,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,20,2,5,5,0,1,1,2,1,,
10336,"Costa, Jim",20501,116,2019,CA,16,1,2004,0,58,0,0,53,0,1,0,1,3364,0,0,1,1,1,0,0,0,0,0,8,240,235,100,"COSTA, Jim",C001059,1952,,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,1,0,1,0,,
10337,"Courtney, Joe",20706,116,2019,CT,2,1,2006,0,62,0,0,5,0,1,0,0,3844,0,0,1,0,1,0,0,0,0,0,7,240,28,100,"COURTNEY, Joe",C001069,1953,,0,0,0,0,0,18,1,2,2,1,1,0,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,19,3,1,3,2,1,2,3,0,,
10338,"Cox, TJ",21909,116,2019,CA,21,1,2018,0,50,0,0,53,0,1,0,0,2500,0,0,0,0,1,0,0,0,0,1,1,240,165,100,"COX, TJ",C001124,1963,,0,0,0,0,0,22,4,3,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,22,0,4,3,0,1,1,2,,,
10339,"Craig, Angie",21910,116,2019,MN,2,1,2018,1,53,0,1,8,0,0,0,0,2809,0,0,0,0,1,0,0,0,0,1,1,240,83,100,"CRAIG, Angela",C001119,1972,,0,0,0,0,0,22,3,3,2,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,23,3,4,4,0,1,2,3,,,
10340,"Crawford, Eric",21106,116,2019,AR,1,0,2010,0,69,0,0,4,0,0,0,0,4761,0,0,0,0,0,0,0,1,1,0,5,205,33,200,"CRAWFORD, Rick",C001087,1966,,0,0,0,0,0,17,1,1,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,17,1,1,1,1,1,2,3,0,,
10341,"Crenshaw, Daniel",21911,116,2019,TX,2,0,2018,0,53,0,0,36,0,0,0,0,2809,0,0,0,0,0,0,0,1,1,1,1,205,21,200,"CRENSHAW, Daniel",C001120,1984,,1,0,0,0,0,14,4,4,4,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,15,4,4,4,0,0,3,3,,,
10342,"Crist, Charlie",21712,116,2019,FL,13,1,2016,0,58,0,0,27,0,0,0,0,3364,1,0,1,0,1,0,0,0,0,0,2,240,113,100,"CRIST, Charlie Joseph Jr.",C001111,1956,,0,0,0,0,0,26,3,1,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,26,1,3,1,1,1,1,2,0,,
10343,"Crow, Jason",21912,116,2019,CO,6,1,2018,0,54,0,0,7,0,1,0,0,2916,0,0,0,0,1,0,0,0,0,1,1,240,192,100,"CROW, Jason",C001121,1979,,0,0,0,0,0,28,1,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,28,1,1,1,0,1,0,1,,,
10344,"Cuellar, Henry",20533,116,2019,TX,28,1,2004,0,84,0,1,36,0,0,0,1,7056,1,0,1,0,1,0,0,0,0,0,8,240,111,100,"CUELLAR, Henry",C001063,1955,,0,0,0,0,0,8,2,3,2,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,8,2,2,3,1,1,1,2,1,,
10345,"Cummings, Elijah",29587,116,2019,MD,7,1,1996,0,76,0,0,8,0,0,1,0,5776,0,0,1,0,1,0,0,0,0,0,12,240,16,100,"CUMMINGS, Elijah Eugene",C000984,1951,,0,0,0,0,0,30,6,11,7,1,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,30,7,6,11,1,1,2,3,2,,
10346,"Cunningham, Joe",21913,116,2019,SC,1,1,2018,0,51,0,0,7,0,0,0,0,2601,0,0,0,0,1,0,0,0,0,1,1,240,57,100,"CUNNINGHAM, Joe",C001122,1982,,1,0,0,0,0,19,4,2,1,1,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,21,2,5,3,1,1,2,3,,,
10347,"Curtis, John",21755,116,2019,UT,3,0,2017,0,68,1,0,4,0,0,0,0,4624,0,0,0,0,0,0,0,1,1,0,2,205,22,200,"CURTIS, John R.",C001114,1960,,1,1,1,1,1,34,3,3,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,35,3,4,4,1,0,3,3,2,,
10348,"Davids, Sharice",21914,116,2019,KS,3,1,2018,1,54,0,0,4,0,0,0,0,2916,0,0,0,0,1,0,0,0,0,1,1,240,178,100,"DAVIDS, Sharice",D000629,1980,,0,0,0,0,0,10,2,2,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,10,2,2,2,0,1,1,2,,,
10349,"Davidson, Warren",21564,116,2019,OH,8,0,2016,0,67,1,0,16,0,0,0,0,4489,0,0,0,0,0,0,0,1,1,0,3,205,150,200,"DAVIDSON, Warren",D000626,1970,,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,0,0,1,1,,
10350,"Davis, Danny",29717,116,2019,IL,7,1,1996,0,88,0,0,18,0,1,1,0,7744,1,0,0,0,1,0,0,0,0,0,12,240,40,100,"DAVIS, Danny K.",D000096,1941,,3,0,0,0,0,47,3,4,2,2,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,50,2,3,4,2,2,2,3,1,,
10351,"Davis, Rodney",21328,116,2019,IL,13,0,2012,0,50,0,0,18,0,0,0,0,2500,0,0,0,0,0,0,0,0,1,0,4,205,51,200,"DAVIS, Rodney",D000619,1970,,0,0,0,0,0,31,1,2,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,31,2,1,2,0,1,2,3,2,,
10352,"Davis, Susan",20108,116,2019,CA,53,1,2000,1,69,0,0,53,0,1,0,0,4761,0,0,1,1,1,0,0,0,0,0,10,240,189,100,"DAVIS, Susan A.",D000598,1944,,0,0,0,0,0,10,1,2,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,10,2,1,2,0,1,0,1,0,,
10353,"Dean, Madeleine",21915,116,2019,PA,4,1,2018,1,64,-1,0,18,0,0,0,0,4096,0,0,1,0,1,0,0,0,0,1,1,240,78,100,"DEAN, Madeleine",D000631,1959,,0,0,0,0,0,24,6,6,4,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,24,4,6,6,0,1,2,3,,,
10354,"DeFazio, Peter",15410,116,2019,OR,4,1,1986,0,56,0,0,5,0,0,0,0,3136,0,1,0,0,1,0,0,0,0,0,17,240,2,100,"DeFAZIO, Peter Anthony",D000191,1947,,0,0,0,0,0,46,12,15,8,1,2,2,2,2,0,5,,,,,,,,,,,,,,,,,,,,,,,,,48,10,14,17,1,3,2,3,2,,
10355,"DeGette, Diana",29710,116,2019,CO,1,1,1996,1,74,0,0,7,0,1,0,0,5476,0,0,1,0,1,0,0,0,0,0,12,240,168,100,"DeGETTE, Diana",D000197,1957,,0,0,0,0,0,25,4,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,25,1,4,1,0,2,0,1,1,,
10356,"DeLauro, Rosa",29109,116,2019,CT,3,1,1990,1,65,0,0,5,0,1,0,0,4225,1,0,0,0,1,1,0,0,0,0,15,240,41,100,"DeLAURO, Rosa L.",D000216,1943,,0,0,0,0,0,43,1,1,1,0,4,1,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,47,4,2,5,0,2,1,2,1,,
10357,"Delbene, Suzan",31101,116,2019,WA,1,1,2012,1,59,0,0,10,0,0,0,0,3481,1,0,0,0,1,0,0,0,0,0,4,240,82,100,"DelBENE, Suzan K.",D000617,1962,,0,0,0,0,0,24,3,4,2,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,24,2,3,4,1,1,1,2,0,,
10358,"Delgado, Antonio",21916,116,2019,NY,19,1,2018,0,51,0,0,27,0,0,1,0,2601,0,0,0,0,1,0,0,0,0,1,1,240,68,100,"DELGADO, Antonio",D000630,1977,,1,1,1,1,1,26,5,2,2,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,27,3,6,3,2,1,2,3,,,
10359,"Demings, Val",21713,116,2019,FL,10,1,2016,1,75,0,0,27,0,1,1,0,5625,0,0,0,0,1,0,0,0,0,0,2,240,158,100,"DEMINGS, Valdez Butler",D000627,1957,,1,1,1,1,1,11,1,3,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,12,3,2,4,1,1,1,2,0,,
10360,"DeSaulnier, Mark",21504,116,2019,CA,11,1,2014,0,74,-1,0,53,0,0,0,0,5476,0,0,1,1,1,0,0,0,0,0,3,240,206,100,"DESAULNIER, Mark James",D000623,1952,,1,1,1,1,0,34,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,35,1,1,1,0,1,0,1,2,,
10361,"DesJarlais, Scott",21179,116,2019,TN,4,0,2010,0,63,1,0,9,0,0,0,0,3969,0,0,0,0,0,0,0,1,1,0,5,205,167,200,"DESJARLAIS, Scott",D000616,1964,,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,1,0,1,0,,
10362,"Deutch, Theodore E.",20959,116,2019,FL,22,1,2018,0,62,0,0,27,0,1,0,0,3844,0,1,1,0,1,0,0,0,0,1,1,240,22,100,"DEUTCH, Theodore E. (Ted)",D000610,1966,,1,0,0,0,0,30,7,9,6,1,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,31,6,7,9,1,3,1,2,0,,
10363,"Diaz-Balart, Mario",20316,116,2019,FL,25,0,2002,0,61,0,0,27,0,0,0,1,3721,1,0,1,0,0,0,0,0,1,0,9,205,169,200,"DIAZ-BALART, Mario",D000600,1961,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,1,0,1,0,,
10364,"Dingell, Debbie",21529,116,2019,MI,12,1,2014,1,68,0,0,14,0,0,0,0,4624,0,0,0,0,1,0,0,0,0,0,3,240,48,100,"DINGELL, Debbie",D000624,1953,,2,0,1,1,1,38,2,2,1,1,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,41,3,3,4,2,1,2,3,1,,
10365,"Doggett, Lloyd",29571,116,2019,TX,35,1,1994,0,71,0,0,36,0,1,0,0,5041,1,0,1,0,1,0,0,0,0,0,13,240,112,100,"DOGGETT, Lloyd Alton, II",D000399,1946,,1,0,0,0,0,26,3,1,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,27,1,3,1,1,2,1,2,0,,
10366,"Doyle, Michael",29561,116,2019,PA,18,1,1994,0,100,0,0,18,0,1,0,0,10000,0,0,0,0,1,0,0,0,0,0,13,240,109,100,"DOYLE, Michael F.",D000482,1953,,0,0,0,0,0,11,6,4,3,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,11,3,6,4,0,2,1,2,0,,
10367,"Duffy, Sean",21189,116,2019,WI,7,0,2010,0,60,1,0,8,0,0,0,0,3600,0,0,0,0,0,0,0,1,1,0,5,205,125,200,"DUFFY, Sean",D000614,1971,,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,1,1,0,1,0,1,3,,
10368,"Duncan, Jeff",21174,116,2019,SC,3,0,2010,0,68,1,0,7,0,0,0,0,4624,0,0,1,0,0,0,0,1,1,0,5,205,146,200,"DUNCAN, Jeff",D000615,1966,,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,17,0,0,0,0,1,0,1,0,,
10369,"Dunn, Neal",21714,116,2019,FL,2,0,2016,0,67,1,0,27,0,0,0,0,4489,0,0,0,0,0,0,0,1,1,0,2,205,65,200,"DUNN, Neal Patrick",D000628,1953,,0,0,0,0,0,13,1,2,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,13,2,1,2,0,0,1,2,2,,
10370,"Emmer, Tom",21531,116,2019,MN,6,0,2014,0,61,0,0,8,0,0,0,0,3721,0,0,1,0,0,0,0,1,1,0,3,205,116,200,"EMMER, Thomas Earl II",E000294,1961,,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,20,0,1,0,0,0,1,2,2,,
10371,"Engel, Eliot",15603,116,2019,NY,16,1,1988,0,100,0,0,27,0,0,0,0,10000,0,1,1,1,1,0,0,0,0,0,16,240,12,100,"ENGEL, Eliot Lance",E000179,1947,,0,0,0,0,0,47,9,12,10,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,47,10,9,12,0,3,1,2,2,,
10372,"Escobar, Veronica",21917,116,2019,TX,16,1,2018,1,69,0,0,36,0,0,0,1,4761,0,0,0,0,1,0,0,0,0,1,1,240,85,100,"ESCOBAR, Veronica",E000299,1969,,0,0,0,0,0,12,1,1,1,1,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,13,2,2,2,1,1,2,3,,,
10373,"Eshoo, Anna",29312,116,2019,CA,18,1,1992,1,75,0,0,53,0,1,0,0,5625,0,0,0,0,1,0,0,0,0,0,14,240,58,100,"ESHOO, Anna Georges",E000215,1942,,1,0,0,0,0,43,4,3,3,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,45,3,4,3,1,2,1,2,0,,
10374,"Espaillat, Adriano",21715,116,2019,NY,13,1,2016,0,95,-1,0,27,0,0,1,0,9025,0,0,1,0,1,0,0,0,0,0,2,240,100,100,"ESPAILLAT, Adriano J.",E000297,1954,,1,1,1,1,1,32,3,3,3,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,33,4,4,4,1,1,1,2,1,,
10375,"Estes, Ron",21750,116,2019,KS,4,0,2017,0,59,1,0,4,0,0,0,0,3481,1,0,0,0,0,0,0,1,1,0,2,205,170,200,"ESTES, Ron",E000298,1956,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,1,1,,
10376,"Evans, Dwight",21566,116,2019,PA,3,1,2016,0,93,0,0,18,0,0,1,0,8649,1,0,1,0,1,0,0,0,0,0,2,240,234,100,"EVANS, Dwight",E000296,1954,,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,0,0,1,0,1,1,,
10377,"Ferguson, Drew",21717,116,2019,GA,3,0,2016,0,66,1,0,14,0,0,0,0,4356,1,0,0,0,0,0,1,1,1,0,2,205,108,200,"FERGUSON, Anderson Drew IV",F000465,1967,,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,0,0,1,2,0,,
10378,"Finkenauer, Abby",21918,116,2019,IA,1,1,2018,1,51,0,1,4,0,1,0,0,2601,0,0,1,0,1,0,0,0,0,1,1,240,93,100,"FINKENAUER, Abby",F000467,1988,,0,0,0,0,0,37,3,4,4,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,37,4,3,4,0,1,1,2,,,
10379,"Fitzpatrick, Brian",21718,116,2019,PA,1,0,2016,0,51,0,0,18,0,0,0,0,2601,0,0,0,0,0,0,0,0,1,0,2,205,81,200,"FITZPATRICK, Brian K.",F000466,1973,,0,0,0,0,0,28,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,28,0,1,1,0,0,1,2,2,,
10380,"Fleischmann, Charles",21178,116,2019,TN,3,0,2010,0,64,0,0,9,0,0,0,0,4096,1,0,0,0,0,0,0,1,1,0,5,205,126,200,"FLEISCHMANN, Chuck",F000459,1962,,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,1,0,1,0,1,1,,
10381,"Fletcher, Lizzie",21919,116,2019,TX,7,1,2018,1,53,0,1,36,0,1,0,0,2809,0,0,0,0,1,0,0,0,0,1,1,240,179,100,"FLETCHER, Elizabeth",F000468,1975,,1,1,1,1,1,13,2,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,14,2,3,2,1,1,1,2,,,
10382,"Flores, Bill",21182,116,2019,TX,17,0,2010,0,57,1,0,36,0,0,0,1,3249,0,0,0,0,0,0,0,1,1,0,5,205,90,200,"FLORES, Bill",F000461,1954,,0,0,0,0,0,19,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,19,1,0,1,0,1,1,2,1,,
10383,"Fortenberry, Jeff",20518,116,2019,NE,1,0,2004,0,60,0,0,3,0,0,0,0,3600,1,0,0,0,0,0,0,0,1,0,8,205,66,200,"FORTENBERRY, Jeff",F000449,1960,,0,0,0,0,0,16,2,2,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,16,1,2,2,0,1,1,2,1,,
10384,"Foster, Bill",20749,116,2019,IL,11,1,2012,0,64,0,0,18,0,1,0,0,4096,0,0,0,0,1,0,0,0,0,0,4,240,172,100,"FOSTER, Bill",F000454,1955,,2,0,0,0,0,37,2,2,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,39,0,2,2,0,1,1,2,0,,
10385,"Foxx, Virginia",20521,116,2019,NC,5,0,2004,1,57,1,0,13,0,0,0,0,3249,0,0,1,0,0,0,0,1,1,0,8,205,24,200,"FOXX, Virginia Ann",F000450,1943,,0,0,0,0,0,16,1,2,2,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,16,2,1,2,1,1,2,3,2,,
10386,"Frankel, Lois",21321,116,2019,FL,21,1,2012,1,100,0,0,27,0,0,0,0,10000,1,0,1,0,1,0,0,0,0,0,4,240,205,100,"FRANKEL, Lois",F000462,1948,,0,0,0,0,0,12,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,1,0,1,0,1,0,,
10387,"Fudge, Marcia",20941,116,2019,OH,11,1,2008,1,82,-1,0,16,0,1,1,0,6724,0,0,0,0,1,0,0,0,0,0,6,240,195,100,"FUDGE, Marcia L.",F000455,1952,,0,0,0,0,0,27,1,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,27,1,1,1,0,1,0,1,0,,
10388,"Fulcher, Russ",21920,116,2019,ID,1,0,2018,0,63,1,0,2,0,0,0,0,3969,0,0,1,0,0,0,0,1,1,1,1,205,128,200,"FULCHER, Russell",F000469,1973,,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7,0,2,0,0,0,1,2,,,
10389,"Gabbard, Tulsi",21324,116,2019,HI,2,1,2012,1,77,0,0,2,0,0,0,0,5929,0,0,1,0,1,0,0,0,0,0,4,240,191,100,"GABBARD, Tulsi",G000571,1981,,1,0,0,0,0,40,1,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,41,0,1,1,0,1,1,2,0,,
10390,"Gaetz, Matt",21719,116,2019,FL,1,0,2016,0,67,1,-1,27,0,0,0,0,4489,0,0,1,0,0,0,0,1,1,0,2,205,171,200,"GAETZ, Matthew L. II",G000578,1982,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,1,0,,
10391,"Gallagher, Mike",21720,116,2019,WI,8,0,2016,0,64,0,0,8,0,0,0,0,4096,0,0,0,0,0,0,0,1,1,0,2,205,63,200,"GALLAGHER, Michael",G000579,1984,,1,0,0,0,0,42,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,43,1,0,1,0,0,1,2,2,,
10392,"Gallego, Ruben",21502,116,2019,AZ,7,1,2014,0,86,0,0,9,0,1,0,1,7396,0,0,1,0,1,0,0,0,0,0,3,240,31,100,"GALLEGO, Ruben",G000574,1979,,0,0,0,0,0,29,5,5,4,2,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,29,4,5,5,2,1,2,3,0,,
10393,"Garamendi, John",20958,116,2019,CA,3,1,2009,0,58,0,0,53,0,1,0,0,3364,0,0,1,1,1,0,0,0,0,0,6,240,183,100,"GARAMENDI, John",G000559,1945,,1,0,1,1,1,29,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,30,2,0,2,1,1,0,1,0,,
10394,"Garcia, Jesus",21921,116,2019,IL,4,1,2018,0,87,0,-1,18,0,0,0,1,7569,0,0,1,0,1,0,0,0,0,1,1,240,193,100,"GARCÃA, JesÃºs",G000586,1956,,0,0,0,0,0,28,1,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,28,1,1,1,0,1,1,2,,,
10395,"Garcia, Sylvia",21922,116,2019,TX,29,1,2018,1,75,-1,1,36,0,0,0,1,5625,0,0,1,0,1,0,0,1,0,1,1,240,169,100,"GARCIA, Sylvia",G000587,1950,,3,0,0,0,0,16,3,3,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,19,1,3,3,0,1,1,2,,,
10396,"Gianforte, Greg",21751,116,2019,MT,1,0,2017,0,51,0,0,1,0,0,0,0,2601,0,0,0,0,0,0,0,1,1,0,2,205,25,200,"GIANFORTE, Greg",G000584,1961,,2,1,1,1,1,17,4,3,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,19,3,5,4,1,0,3,3,2,,
10397,"Gibbs, Bob",21165,116,2019,OH,7,0,2010,0,59,0,0,16,0,0,0,0,3481,0,0,1,0,0,0,0,1,1,0,5,205,144,200,"GIBBS, Bob",G000563,1954,,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0,0,0,1,0,1,1,,
10398,"Gohmert, Louie",20527,116,2019,TX,1,0,2004,0,72,1,0,36,0,0,0,0,5184,0,0,0,0,0,0,0,1,1,0,8,205,151,200,"GOHMERT, Louie",G000552,1953,,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,1,0,1,1,,
10399,"Golden, Jared",21923,116,2019,ME,2,1,2018,0,51,0,0,2,0,1,0,0,2601,0,0,1,0,1,0,0,0,0,1,1,240,152,100,"GOLDEN, Jared",G000592,1982,,0,0,0,0,0,23,3,2,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,23,2,3,2,0,1,1,2,,,
10400,"Gomez, Jimmy",21754,116,2019,CA,34,1,2017,0,73,-1,0,53,0,0,0,1,5329,1,0,0,0,1,0,0,0,0,0,2,240,223,100,"GOMEZ, Jimmy",G000585,1974,,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,17,0,1,0,0,1,0,1,0,,
10401,"Gonzalez, Anthony",21924,116,2019,OH,16,0,2018,0,57,0,0,16,0,0,0,1,3249,0,0,0,0,0,0,0,0,1,1,1,205,13,200,"GONZALEZ, Anthony",G000588,1984,,1,1,1,1,1,16,2,3,3,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,17,4,3,4,2,0,4,3,,,
10402,"Gonzalez, Vicente",21722,116,2019,TX,15,1,2016,0,60,0,1,36,0,0,0,1,3600,0,0,0,0,1,0,0,0,0,0,2,240,218,100,"GONZALEZ, Vicente Jr.",G000581,1967,,1,0,0,0,0,14,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15,0,1,1,0,1,0,1,0,,
10403,"Gonzalez-Colon, Jenniffer",,116,2019,PR,1,0,2016,1,49,,,1,0,0,0,1,2401,0,0,1,,0,0,0,,,0,2,205,47,200,,G000582,1976,,2,1,1,1,1,35,2,2,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,37,1,3,3,1,0,2,3,1,,
